"x","y","fold","pr_ab","PC1","PC2","PC3","PC4","PC5","Clay","Slope","SoilType"
-54.135232,-25.531219,4,1,2.13731288909912,0.892302632331848,0.996011734008789,2.28873562812805,0.663382172584534,538.265930175781,2.86297082901001,10
-51.033659,-25.3642,1,1,2.38701939582825,2.37545919418335,0.0109148733317852,-0.179224282503128,1.11682713031769,449.693023681641,4.1627402305603,10
-52.708522,-27.055611,3,1,3.12989854812622,2.84336996078491,1.37278258800507,1.76029002666473,1.05424070358276,449.998748779297,4.06743955612183,10
-51.597978,-25.917425,1,1,3.55987167358398,3.6785614490509,-0.126673772931099,0.228120982646942,1.45826554298401,552.650329589844,11.1722803115845,19
-50.594077,-28.647932,4,1,3.53597474098206,3.91202807426453,0.405971527099609,-1.11561143398285,1.10079312324524,521.376098632812,3.14431834220886,6
-54.618343,-25.911076,4,1,1.99736511707306,-0.0069142784923315,1.29481101036072,2.13885474205017,0.645018935203552,419.874603271484,4.6029109954834,10
-54.451215,-25.685352,4,1,2.02422761917114,0.537895023822784,1.34950196743011,2.10723900794983,0.641618311405182,455.792602539062,3.47054839134216,10
-49.23989,-25.55152,2,1,1.62004745006561,2.66499710083008,0.0153577970340848,-0.788148164749146,0.47755753993988,364.161987304688,2.12307071685791,10
-49.644953,-28.388817,1,1,4.17503118515015,5.30472850799561,-0.724726796150208,-1.82433938980103,0.930038869380951,490.099426269531,7.63257646560669,6
-49.135419,-25.582245,2,1,1.54101049900055,3.32024049758911,0.243354395031929,-0.633914411067963,0.344596087932587,438.048767089844,1.95311534404755,10
-45.698769,-22.802017,1,1,0.326831132173538,3.79696893692017,-2.40124034881592,0.312623828649521,-1.22978901863098,302.901763916016,11.2804908752441,10
-51.195278,-28.041666,1,1,3.59067320823669,3.3377103805542,-0.282412499189377,-0.278362244367599,1.07621657848358,562.458740234375,3.17017555236816,19
-44.733056,-22.355833,1,1,1.38519144058228,7.84234809875488,-5.4355640411377,1.35489773750305,-1.07992851734161,309.053100585938,19.1179237365723,6
-58.6,-34.7,4,1,4.0759801864624,-0.83317631483078,-1.03789877891541,-1.20724403858185,-0.800481498241425,306.636535644531,0.734495997428894,21
-45.635295,-22.74349,3,1,1.50766170024872,4.50429344177246,-3.64629888534546,0.550883293151855,-1.43075394630432,302.164398193359,15.9918975830078,10
-52.4,-31.8,1,1,2.99248600006104,0.890990912914276,2.07214212417603,-2.04133152961731,-1.49149334430695,263.996856689453,0.504240930080414,21
-49.575486,-25.478935,2,1,2.15311741828918,2.98466110229492,-0.633947134017944,-0.747583091259003,0.554589211940765,343.908050537109,3.79573249816895,6
-51.342777,-27.915277,4,1,3.34234952926636,2.81213426589966,-0.0988267511129379,0.0454413741827011,0.938815653324127,510.414031982422,3.95815777778625,19
-43.26175,-22.473545,2,1,0.102297887206078,5.15844440460205,-1.6469532251358,-0.44618821144104,-0.814020693302155,268.152221679688,19.6730365753174,6
-51.6925,-28.828611,4,1,3.40762543678284,2.79362893104553,1.13084709644318,-0.117555908858776,0.546063005924225,470.639770507812,7.25993967056274,19
-49.4,-25.7,4,1,2.28778624534607,2.65279388427734,-0.692539036273956,-1.41676187515259,0.742416739463806,355.428771972656,3.32189106941223,10
-47.07029,-23.763913,1,1,0.600008964538574,4.77909183502197,-0.599356353282928,-1.66065585613251,-1.00470209121704,307.210693359375,7.67165231704712,10
-52.047759,-27.261726,1,1,3.15192127227783,2.65460872650146,1.0483250617981,1.31529331207275,0.843957841396332,459.420806884766,10.6979351043701,19
-49.329935,-25.364856,1,1,2.0070686340332,3.58500695228577,-0.267901241779327,-0.765579164028168,0.318545639514923,470.952941894531,4.28928136825562,6
-44.513212,-22.31667,2,1,-0.511540710926056,3.13600039482117,-3.02975630760193,0.374903678894043,-0.488636463880539,398.999237060547,14.3531541824341,10
-49.299167,-26.259444,3,1,2.79961395263672,3.43825721740723,-0.458122491836548,-1.06971335411072,0.288264691829681,435.014038085938,7.05327415466309,6
-49.671165,-26.712422,1,1,3.12638998031616,3.30981779098511,-0.407637745141983,-1.03309726715088,0.502287209033966,532.6943359375,10.8058557510376,6
-51.403116,-27.325083,2,1,3.13349914550781,2.62687110900879,-0.395130455493927,0.331262618303299,0.958984196186066,493.990814208984,9.07955360412598,19
-55.913105,-27.465642,4,1,2.00577330589294,0.117502987384796,1.93288481235504,1.85830330848694,-0.215362101793289,459.322235107422,1.94107592105865,10
-49.38137,-26.1083,4,1,2.82017230987549,3.04322075843811,-0.696448266506195,-1.15137004852295,0.593328595161438,394.141540527344,5.07222604751587,10
-52.615317,-27.077896,1,1,3.23142623901367,3.20861172676086,1.48970174789429,1.79916846752167,1.09245324134827,444.150268554688,6.04446315765381,10
-45.651051,-22.682083,3,1,1.66294705867767,4.86067247390747,-3.89207792282104,0.586517453193665,-1.44770288467407,292.945953369141,16.1301975250244,6
-51.039167,-29.937222,2,1,2.70776271820068,1.2222706079483,2.60148882865906,-0.993895471096039,-0.381237745285034,267.154083251953,1.9062442779541,1
-49.391262,-26.248183,1,1,2.87020015716553,3.10428929328918,-0.56029337644577,-0.879033029079437,0.513638556003571,457.304321289062,4.90466213226318,6
-52.236216,-29.3478,1,1,1.80930495262146,1.71856296062469,-0.0238668825477362,-1.43401956558228,-0.977442681789398,312.521606445312,15.4369401931763,19
-46.624088,-23.638582,2,1,-0.253732800483704,3.27740550041199,-0.0207243449985981,-1.43116116523743,-1.00093746185303,312.787292480469,3.65513110160828,10
-50.34238,-25.331512,1,1,2.29709339141846,2.33677744865417,-0.703013002872467,-0.616840302944183,1.00917816162109,398.741027832031,4.50046014785767,10
-42.496512,-22.308408,4,1,0.34657409787178,3.9251856803894,-1.8751392364502,-1.57126820087433,-0.723807156085968,303.907836914062,14.8373308181763,6
-55.021042,-26.79888,3,1,1.99728488922119,-0.656424999237061,1.40205347537994,1.46890211105347,0.428785085678101,431.951629638672,3.77063155174255,10
-42.573558,-22.337142,4,1,0.705353379249573,4.96936988830566,-2.2723925113678,-1.62545657157898,-0.669179558753967,292.782592773438,20.1005859375,6
-52.275942,-25.481055,2,1,2.60065245628357,2.25883316993713,0.00121981150005013,1.24190735816956,1.34782254695892,539.90185546875,9.59632778167725,10
-46.004072,-22.364483,3,1,-0.906417846679688,2.50883030891418,-1.77995586395264,0.521418869495392,-0.279379844665527,388.064270019531,9.82576751708984,10
-53.834438,-26.426118,2,1,3.46883511543274,2.52228093147278,0.387135654687881,2.04876518249512,1.48793983459473,543.104125976562,7.72017335891724,10
-51.207806,-30.029582,3,1,2.67802596092224,1.31791937351227,2.83751368522644,-1.18424129486084,-0.632476329803467,318.435333251953,2.33267879486084,1
-46.753525,-22.783203,1,1,-0.464772433042526,3.08016157150269,-1.30021679401398,-1.42743909358978,-0.21028183400631,346.485290527344,8.99595069885254,10
-45.832436,-23.563031,1,1,0.900065183639526,4.96518659591675,-0.405642509460449,-0.630643606185913,-1.45670700073242,337.987243652344,9.97086811065674,10
-44.9,-23.2,2,1,1.3049191236496,4.72910165786743,-3.44279646873474,0.0474933423101902,-0.654214560985565,278.528259277344,12.1355333328247,10
-43.18083,-22.96556,1,1,-1.90449166297913,-0.529589295387268,2.46168446540833,-1.9425231218338,-0.00176953570917249,264.477416992188,5.01781988143921,10
-50.869051,-29.373574,3,1,4.12203788757324,4.78982400894165,1.15893971920013,-0.404559642076492,0.386332005262375,443.088439941406,8.3944616317749,19
-49.833153,-27.931746,3,1,4.26350545883179,5.21743965148926,-0.717367589473724,-1.8903169631958,0.801076531410217,481.886413574219,11.6766605377197,6
-51.858667,-25.920806,4,1,3.56167888641357,3.76654314994812,-0.278257191181183,0.408491253852844,1.48623049259186,587.797424316406,7.54539775848389,19
-44.728721,-22.142179,1,1,0.266329616308212,5.72726678848267,-4.37927865982056,1.22759604454041,-0.65798157453537,300.947906494141,11.8789825439453,6
-47.59703,-23.425794,2,1,-0.370500117540359,2.32003140449524,-0.460435122251511,-2.21648502349854,-0.29608029127121,358.421600341797,6.36823225021362,10
-46.06535,-22.8534,3,1,1.22171688079834,5.2516393661499,-3.45167636871338,-0.294239908456802,-1.3983656167984,281.187744140625,11.4317741394043,6
-45.03265,-22.086358,2,1,-0.706838428974152,2.04515433311462,-3.15280747413635,1.5974588394165,-0.230297207832336,430.838684082031,10.4936742782593,10
-51.586666,-27.776112,3,1,3.15669894218445,2.92503595352173,0.0918064564466476,0.0672617480158806,0.802719354629517,532.7470703125,6.88528633117676,19
-51.340584,-29.225703,4,1,3.83438920974731,3.81545186042786,0.912091493606567,-0.551466822624207,0.418670445680618,479.726348876953,6.49296569824219,19
-50.46867169,-24.65577876,2,1,1.91870093345642,1.56292629241943,-0.751020848751068,-0.257575750350952,1.54653835296631,345.680908203125,5.48014831542969,10
-49.368022,-25.454912,2,1,1.99525451660156,3.10822558403015,-0.309815675020218,-0.711985349655151,0.410634636878967,403.067474365234,2.80808329582214,10
-45.5,-22.7,4,1,2.06842732429504,4.82122373580933,-4.29337072372437,0.877591609954834,-1.44270777702332,281.697082519531,11.3575134277344,6
-51.223493,-30.092971,1,1,2.76978969573975,1.32608950138092,2.83243846893311,-1.48279237747192,-0.669461131095886,283.120208740234,3.69460678100586,1
-50.365531,-29.095667,1,1,4.07211780548096,4.51853084564209,0.736630976200104,-0.283403933048248,0.810183882713318,496.796661376953,4.35529136657715,19
-46.741598,-22.196476,3,1,-1.27545809745789,2.91391587257385,-1.49891448020935,-0.048328772187233,-0.387712031602859,335.066986083984,6.79159116744995,10
-49.391722,-27.857965,2,1,3.77699518203735,4.94039487838745,-0.526726007461548,-1.58775472640991,0.396726667881012,463.524993896484,14.2160015106201,6
-49.655862,-28.565923,2,1,3.65630793571472,4.84420728683472,0.109519101679325,-1.8661333322525,0.44564414024353,488.319030761719,17.309965133667,6
-49.564445,-28.368407,3,1,4.2134804725647,5.67047357559204,-0.757995784282684,-1.80375003814697,0.842138767242432,487.085266113281,9.05973148345947,6
-53.998595,-26.516113,2,1,3.34772825241089,1.98920321464539,0.466232806444168,1.9517297744751,1.23716604709625,501.859588623047,5.90241241455078,10
-48.9,-25.3,3,1,1.41621160507202,4.1356782913208,0.80956619977951,-0.551074326038361,-0.857501745223999,448.001068115234,11.2192831039429,6
-45.464188,-22.772313,2,1,-0.398732542991638,3.00375437736511,-1.56675374507904,-0.248235896229744,-0.987570464611053,327.596008300781,16.4440441131592,6
-48.999163,-25.497642,4,1,1.81320667266846,5.01109790802002,0.622929871082306,-0.547784328460693,-0.43228080868721,479.477264404297,9.57881927490234,6
-51.049435,-25.174232,3,1,2.26804542541504,2.31487679481506,0.0472338795661926,-0.166711777448654,1.1374568939209,433.427886962891,3.77639031410217,10
-48.9,-23.1,2,1,-0.600806295871735,1.35394418239594,-1.25593137741089,-0.29263311624527,1.02370595932007,289.736785888672,3.71263027191162,10
-50.8,-29.4,2,1,3.72641158103943,4.07470893859863,1.66206789016724,-0.745221138000488,0.166457548737526,459.950622558594,12.2699222564697,19
-43.750227,-21.319153,4,1,-1.73457336425781,3.28554081916809,-1.45746898651123,-0.797105729579926,-0.608538746833801,392.164581298828,6.96933364868164,10
-53.294536,-24.996622,4,1,2.200927734375,2.55770206451416,-0.282320976257324,1.69451761245728,1.41480350494385,560.101013183594,4.28594255447388,10
-50.249675,-29.429762,2,1,4.15021085739136,5.16169881820679,1.26790499687195,-0.974448382854462,0.232867792248726,509.825775146484,8.25060081481934,6
-48.894672,-25.442653,2,1,0.495461970567703,2.95867085456848,1.88306796550751,-0.236087903380394,-1.80044341087341,396.151123046875,15.1041526794434,6
-51.783722,-25.420136,1,1,2.73770642280579,3.10923552513123,-0.259379416704178,0.500778019428253,1.65969002246857,586.539367675781,2.91728544235229,10
-45.40361,-22.616945,1,1,1.80672883987427,5.16585063934326,-4.50929594039917,0.992152154445648,-1.25273036956787,290.293670654297,12.2851009368896,6
-44.607242,-22.326997,2,1,0.0941988378763199,4.69309234619141,-3.76436591148376,0.554154276847839,-0.645858585834503,304.574493408203,15.0991039276123,6
-53.620833,-25.572778,4,1,2.32644486427307,0.989696323871613,0.294668138027191,2.69669055938721,1.07335066795349,504.434783935547,4.76083898544312,10
-49.591111,-28.0825,4,1,4.33112001419067,5.69558572769165,-0.716538965702057,-1.93820643424988,0.700728416442871,495.770660400391,12.2365055084229,6
-44.176322,-21.107342,2,1,-1.85867524147034,2.49204969406128,-1.90725517272949,0.0355625338852406,-0.608832895755768,377.147003173828,7.377281665802,10
-48.718611,-24.772222,2,1,1.698197722435,2.38966393470764,0.4427430331707,-1.47303569316864,-0.611737072467804,362.682830810547,17.1489009857178,10
-51.215917,-23.325694,4,1,-0.152052462100983,1.17137932777405,-0.154850125312805,1.03240489959717,1.11842095851898,520.080749511719,3.93485999107361,10
-50.927341,-29.393976,3,1,3.95917916297913,4.43551731109619,1.27192139625549,-0.619446218013763,0.312616437673569,436.519287109375,12.4325304031372,19
-49.259834,-25.490255,1,1,1.71481645107269,2.66977977752686,-0.0339791066944599,-0.442408591508865,0.427083224058151,413.995910644531,2.02427220344543,10
-51.694222,-24.280111,4,1,1.13214182853699,1.772127866745,0.210326999425888,0.809626400470734,1.48923814296722,579.202819824219,4.82416915893555,10
-49.584692,-27.999783,1,1,3.56834554672241,4.01003980636597,-0.333212167024612,-1.4074729681015,0.502049326896667,397.724273681641,7.97125482559204,6
-46.882478,-22.81551,2,1,-0.9418123960495,2.33525609970093,-0.651699781417847,-1.53762722015381,-0.297326624393463,352.372741699219,7.96259880065918,10
-43.23556,-22.91111,4,1,-1.87245202064514,-0.7884601354599,2.58612966537476,-0.849549114704132,0.222324028611183,281.678161621094,3.20877170562744,10
-51.167412,-28.223316,2,1,3.46194672584534,3.33517622947693,-0.0717387348413467,-0.264610409736633,1.0791323184967,569.313354492188,2.65924644470215,19
-49.934046,-27.950115,3,1,4.39527654647827,5.14961862564087,-1.06991326808929,-1.9478155374527,1.06403958797455,486.858337402344,7.68585348129272,6
-51.122528,-30.072253,3,1,2.8270435333252,1.44061326980591,2.57451844215393,-1.26040017604828,-0.461293697357178,317.004333496094,4.38889455795288,1
-50.633333,-28.183333,1,1,3.62069129943848,3.50499773025513,-0.0878358483314514,-1.28461074829102,1.01402902603149,545.79833984375,4.01540756225586,19
-50.174486,-29.480646,4,1,3.90476846694946,4.84309101104736,1.62085795402527,-1.34350717067719,-0.00156651181168854,506.052612304688,17.548511505127,6
-53.845611,-25.154056,2,1,2.02595138549805,2.09361290931702,0.0126684764400125,2.20397400856018,1.25247716903687,520.584167480469,4.93093013763428,10
-53.9595,-25.8598,1,1,2.62952136993408,1.3575474023819,0.458400517702103,2.10673475265503,0.945028007030487,540.40576171875,5.52017164230347,1
-44.939337,-21.985083,1,1,-1.08305168151855,1.82387006282806,-3.00768232345581,1.60842430591583,-0.204521462321281,451.372131347656,7.87909460067749,10
-43.493611,-20.383889,4,1,-1.21506643295288,3.81845474243164,-2.36049461364746,-0.334713518619537,-0.760347783565521,316.125091552734,13.3850831985474,10
-49.461885,-26.121969,1,1,2.77868247032166,2.84315276145935,-0.826561629772186,-1.1081794500351,0.754624903202057,401.425262451172,4.11762428283691,6
-51.63235947,-25.78570949,3,1,3.18362975120544,3.72673630714417,-0.687236785888672,0.0324530526995659,1.67440843582153,602.061462402344,3.2049663066864,10
-49.372559,-26.559549,2,1,2.68437194824219,3.38302683830261,-0.227946624159813,-1.01422464847565,0.115604557096958,469.202941894531,8.3452262878418,6
-53.539124,-26.983276,1,1,3.60806035995483,2.03709864616394,0.968113422393799,2.58678936958313,1.17539989948273,444.685211181641,8.1659517288208,10
-51.240556,-27.826944,4,1,3.36809682846069,2.99379849433899,0.120484836399555,-0.448487758636475,0.731396615505219,507.682647705078,11.9838285446167,19
-49.459488,-25.468886,4,1,2.10974168777466,2.96694755554199,-0.538179934024811,-0.900450050830841,0.555843710899353,363.001800537109,3.99233388900757,6
-51.400556,-26.546111,1,1,3.97262048721313,3.36334657669067,-1.11725997924805,0.290684521198273,1.72658944129944,624.156066894531,6.60811614990234,19
-46.741389,-23.563056,3,1,-0.575961291790009,3.10242509841919,0.0222911760210991,-1.54739880561829,-1.04510045051575,356.475769042969,3.29340410232544,10
-49.378738,-26.334653,1,1,2.90855288505554,3.4092264175415,-0.484888285398483,-1.10633826255798,0.356654822826385,453.700836181641,6.26937532424927,6
-50.1275,-27.9275,2,1,4.13664150238037,4.15211248397827,-0.814175426959991,-1.6396324634552,1.12792181968689,510.721130371094,4.93964672088623,6
-44.938889,-22.420556,2,1,0.359298676252365,4.03619241714478,-3.88999700546265,0.733488857746124,-0.615765035152435,352.131408691406,17.6604347229004,10
-45.105833,-22.458333,3,1,0.555567920207977,3.98320007324219,-4.05278968811035,0.903100430965424,-0.624783515930176,347.666595458984,14.3162851333618,10
-44.738889,-22.237222,2,1,0.279792726039886,5.51237535476685,-4.26392269134521,0.922748982906342,-0.720664322376251,311.195343017578,15.9673414230347,6
-46.662778,-22.686667,4,1,-0.451696246862411,3.29247879981995,-1.48971033096313,-1.19143033027649,-0.306686580181122,373.262176513672,13.6107177734375,10
-49.628052,-27.20661,3,1,2.93104887008667,2.66472840309143,0.899798154830933,-0.396568149328232,0.168231979012489,467.738830566406,9.60710525512695,1
-50.803889,-26.646111,1,1,3.93564629554749,3.37935972213745,-1.28650450706482,-0.343570977449417,1.51868736743927,556.004516601562,10.0097675323486,6
-49.498333,-28.082778,2,1,3.92508435249329,5.15123748779297,-0.483219981193542,-1.8278603553772,0.494177103042603,475.915100097656,15.2207460403442,6
-50.086244,-29.183213,1,1,4.17332744598389,5.18945741653442,0.921926200389862,-1.05855774879456,0.557050764560699,505.899444580078,9.36986351013184,6
-52.38,-29.52,1,1,1.72849893569946,1.433145403862,0.0774761736392975,-1.44105422496796,-1.09699940681458,311.152893066406,14.7424745559692,19
-50.593101,-25.408486,3,1,2.3480589389801,2.1807107925415,-0.603719711303711,-0.590546071529388,1.05442011356354,409.097930908203,3.56763029098511,10
-53.891517,-26.470844,3,1,3.38362169265747,2.12655663490295,0.371143311262131,2.20264482498169,1.4520251750946,495.061950683594,5.19609642028809,10
-49.163055,-25.325,3,1,1.76590859889984,3.77594614028931,0.106092981994152,-0.618991613388062,0.0776205360889435,487.476531982422,4.72995710372925,6
-43.049948,-22.33791,4,1,-0.424872636795044,4.29607534408569,-1.23111712932587,0.0827354788780212,-0.903532803058624,291.624053955078,21.0032634735107,10
-51.55295144,-28.85906859,4,1,3.6008038520813,3.4317684173584,0.830232799053192,-0.123577296733856,0.563411593437195,458.948333740234,4.68289375305176,19
-51.251318,-28.013207,4,1,3.5002977848053,3.30575966835022,-0.204204976558685,-0.245242759585381,1.01595461368561,544.522277832031,4.17561912536621,19
-48.680833,-28.104722,4,1,1.61094963550568,2.04205679893494,2.68480610847473,-1.69973039627075,-1.11102139949799,370.801391601562,4.0757040977478,1
-44.869878,-22.283015,2,1,-0.674893379211426,2.00674057006836,-3.34896278381348,1.09569299221039,-0.192881792783737,384.262420654297,11.7389516830444,10
-50.126977,-29.105981,2,1,4.14558458328247,4.8727765083313,0.571925938129425,-0.754943132400513,0.85598349571228,476.942321777344,3.82692551612854,6
-49.686111,-26.3675,4,1,3.03911828994751,3.07072949409485,-1.0432425737381,-0.760084211826324,0.979917764663696,468.475128173828,4.47915077209473,6
-50.579756,-29.446733,1,1,4.45319890975952,5.33004379272461,0.947699248790741,0.0285456944257021,0.498657405376434,458.727233886719,7.16324424743652,6
-50.390969,-29.421819,4,1,4.28830480575562,5.15327835083008,1.01070725917816,-0.301495611667633,0.439351588487625,476.722351074219,9.98799705505371,6
-53.965833,-25.331111,4,1,2.07396483421326,1.36614561080933,0.283671945333481,2.70486307144165,1.04415059089661,492.273895263672,6.97878313064575,10
-50.585278,-27.283333,3,1,3.99738430976868,3.39347720146179,-0.889202296733856,-0.358418196439743,1.24140608310699,557.100341796875,4.57222318649292,19
-45.586986,-22.699885,3,1,2.06858611106873,4.99587488174438,-4.19182443618774,0.683281481266022,-1.5540155172348,277.165832519531,11.7284669876099,6
-49.634046,-28.158314,2,1,4.53768062591553,5.98830699920654,-1.01440453529358,-2.06827855110168,0.914244771003723,498.344024658203,12.5318565368652,6
-43.486699,-20.102646,3,1,-1.12048327922821,4.92310571670532,-2.83324790000916,-0.466226160526276,-0.770950496196747,324.226531982422,16.4319915771484,10
